pslist.nproc,pslist.nppid,pslist.avg_threads,pslist.avg_handlers,dlllist.ndlls,dlllist.avg_dlls_per_proc,handles.nhandles,handles.avg_handles_per_proc,handles.nfile,handles.nevent,handles.ndesktop,handles.nkey,handles.nthread,handles.ndirectory,handles.nsemaphore,handles.ntimer,handles.nsection,handles.nmutant,ldrmodules.not_in_load,ldrmodules.not_in_init,ldrmodules.not_in_mem,ldrmodules.not_in_load_avg,ldrmodules.not_in_init_avg,ldrmodules.not_in_mem_avg,malfind.ninjections,malfind.commitCharge,malfind.protection,malfind.uniqueInjections,psxview.not_in_pslist,psxview.not_in_eprocess_pool,psxview.not_in_ethread_pool,psxview.not_in_pspcid_list,psxview.not_in_csrss_handles,psxview.not_in_session,psxview.not_in_deskthrd,psxview.not_in_pslist_false_avg,psxview.not_in_eprocess_pool_false_avg,psxview.not_in_ethread_pool_false_avg,psxview.not_in_pspcid_list_false_avg,psxview.not_in_csrss_handles_false_avg,psxview.not_in_session_false_avg,psxview.not_in_deskthrd_false_avg,modules.nmodules,svcscan.nservices,svcscan.kernel_drivers,svcscan.fs_drivers,svcscan.process_services,svcscan.shared_process_services,svcscan.nactive,callbacks.ncallbacks,callbacks.nanonymous,callbacks.ngeneric
0.45844302,-1.021872,0.59123445,0.30659476,1.0312308,0.9067834,0.42919073,0.22023207,0.05773639,1.3455322,0.67018837,0.10629623,1.065641,0.5687688,0.69840795,0.8395673,0.9193711,0.4644418,0.6952157,0.7429088,0.6951536,0.18040927,-0.050659362,0.18017131,-0.20241016,-0.15858546,-0.20494916,-0.14902367,-0.6240463,-0.045031417,-0.50107056,-0.6211826,-0.50167453,-0.6239582,-0.4848785,-0.71164453,-0.060935527,-0.7156291,-0.706388,-0.8300447,-0.7717465,-0.8379375,0.19815907,0.8385481,0.31611335,0.022101043,1.2626196,0.74330705,1.0714802,0.35178766,-0.028988551,0.008036861
-0.60126966,0.10881977,-0.8678499,-0.28611755,-0.9976449,-0.8189575,-0.41217873,-0.23024279,-0.07123434,-0.92586255,-0.6920201,-0.76597947,-1.0584362,-0.45511818,-0.9509057,-0.9637187,-0.7656278,-0.88935477,-0.9013864,-0.8891392,-0.90157425,-0.41755134,-0.13464543,-0.4175722,-0.27028745,-0.15890698,-0.27283174,-0.27421016,0.7062425,-0.045031417,0.38398197,0.7008629,0.3832586,0.7063259,0.3790145,0.942748,-0.060935527,0.7147828,0.9329675,0.7988761,0.99840885,0.82918125,0.19815907,-0.55035555,-0.2250812,0.022101043,-0.7016135,-0.59763354,-0.7256046,-0.300437,-0.028988551,0.008036861
-0.42465088,-1.021872,1.0801138,0.3683681,0.38829857,1.0530659,0.21734995,0.26718122,0.031681698,0.5958478,-0.30281773,0.17288215,0.66265404,-0.3527295,0.4129498,0.63920224,0.7095921,0.21829699,0.10979497,-0.09643018,0.10968673,0.019622238,-0.3222236,0.019442666,-0.27028745,-0.15874623,-0.27283174,-0.086430445,-0.6240463,-0.045031417,-0.50107056,-0.6211826,-0.50167453,-0.6239582,-0.4848785,-0.71164453,-0.060935527,-0.7156291,-0.706388,-0.63936836,-0.6658398,-0.55144405,0.19815907,0.8385481,0.31611335,0.022101043,1.2626196,0.74330705,0.35264632,0.35178766,-0.028988551,0.008036861
0.10520546,0.48571706,0.21055126,0.25253275,0.77041864,0.956126,0.26979506,0.17914371,-0.0003655757,0.36250228,0.086384684,2.0173125,0.20089811,0.056825295,1.4913472,0.30526036,0.54718256,1.6404672,2.1853776,2.0019171,2.185433,1.5470964,1.1521168,1.5463623,0.34060806,-0.14701064,0.33811146,0.10134926,0.7062425,-0.045031417,0.38398197,0.7008629,0.3832586,0.7063259,0.3790145,0.7988878,-0.060935527,0.59039915,0.7904148,0.5279025,0.77264977,0.489897,0.19815907,0.14409624,0.31611335,0.022101043,-0.7016135,0.74330705,0.7120633,0.025675317,-0.028988551,0.008036861
-0.42465088,0.10881977,-0.8997758,-0.296839,-0.90969664,-0.86398405,-0.3820228,-0.23839134,-0.07019215,-0.8749734,-0.49741894,-0.57288027,-1.003865,-0.14795211,-0.84518045,-0.7633536,-0.75886077,-0.8483307,-0.8481663,-0.7958793,-0.84835,-0.41113374,-0.113636464,-0.41115692,-0.27028745,-0.15890698,-0.27283174,-0.27421016,0.7062425,-0.045031417,0.38398197,0.7008629,0.3832586,0.7063259,0.59498775,0.90427375,-0.060935527,0.68151736,0.8948429,0.72640634,0.93803144,1.1195453,0.19815907,-0.55035555,-0.2250812,0.022101043,-0.7016135,-0.59763354,-0.7256046,-0.300437,-0.028988551,0.008036861
0.28182423,-0.64497477,0.81041145,0.33001164,0.9948384,1.0568162,0.3988475,0.23802944,0.05434928,1.1506639,0.47558713,0.26610246,1.065641,0.36399138,0.7512706,0.7727789,0.905837,0.71058667,0.8016559,0.7895386,0.8016021,0.29822636,0.020899389,0.29794565,-0.20241016,-0.15858546,-0.20494916,-0.14902367,-0.6240463,-0.045031417,-0.50107056,-0.6211826,-0.50167453,-0.6239582,-0.4848785,-0.71164453,-0.060935527,-0.7156291,-0.706388,-0.79545695,-0.7525355,-0.78596884,0.19815907,0.8385481,0.31611335,0.022101043,1.2626196,0.74330705,0.35264632,0.35178766,-0.028988551,0.008036861
-0.42465088,-1.021872,1.0343966,0.368973,0.38829857,1.0530659,0.21791185,0.26764095,0.03246334,0.60950094,-0.30281773,0.17288215,0.6542585,-0.3527295,0.4129498,0.63920224,0.7095921,0.21829699,0.10979497,-0.09643018,0.10968673,0.019622238,-0.3222236,0.019442666,-0.27028745,-0.15874623,-0.27283174,-0.086430445,-0.6240463,-0.045031417,-0.50107056,-0.6211826,-0.50167453,-0.6239582,-0.4848785,-0.71164453,-0.060935527,-0.7156291,-0.706388,-0.63936836,-0.6658398,-0.55144405,0.19815907,0.8385481,0.31611335,0.022101043,1.2626196,0.74330705,0.35264632,0.35178766,-0.028988551,0.008036861
-0.24803211,-1.021872,1.1674773,0.42156643,0.5702605,1.0977453,0.32149094,0.30761316,0.046272326,1.0464032,-0.10821652,-0.053510003,0.95230097,-0.2503408,0.58211017,0.37204874,0.81786513,0.25932112,0.10979497,0.043459635,0.10968673,-0.10675652,-0.35390937,-0.10689022,-0.27028745,-0.15874623,-0.27283174,-0.086430445,0.041098073,-0.045031417,-0.058544293,0.039840106,-0.05920797,0.041183844,-0.05293202,0.11555173,-0.060935527,-0.00042318678,0.11328976,0.01982712,0.1329995,0.04882782,0.19815907,0.8385481,0.31611335,0.022101043,1.2626196,0.74330705,0.7120633,0.35178766,-0.028988551,0.008036861
0.45844302,-1.021872,0.7088225,0.31026116,1.0312308,0.9067834,0.43293682,0.22301863,0.05929967,1.3356026,0.67018837,0.10629623,1.103421,0.5687688,0.7089805,0.8395673,0.98027474,0.4644418,0.6952157,0.7429088,0.6951536,0.18040927,-0.050659362,0.18017131,-0.20241016,-0.15858546,-0.20494916,-0.14902367,-0.6240463,-0.045031417,-0.50107056,-0.6211826,-0.50167453,-0.6239582,-0.4848785,-0.71164453,-0.060935527,-0.7156291,-0.706388,-0.8300447,-0.7717465,-0.8379375,0.19815907,0.8385481,0.31611335,0.022101043,1.2626196,0.74330705,1.0714802,0.35178766,-0.028988551,0.008036861
0.10520546,-1.021872,1.6039404,0.52557594,0.9978711,1.2716961,0.5346429,0.38666275,0.06737663,1.6136312,0.2809859,0.47917745,1.4896169,0.2616027,0.80413324,0.63920224,1.1494513,1.1071534,0.48233545,0.4631291,0.48225653,0.048537984,-0.25275782,0.048347916,-0.20241016,-0.15858546,-0.20494916,-0.14902367,-0.6240463,-0.045031417,-0.50107056,-0.6211826,-0.50167453,-0.6239582,-0.4848785,-0.52652305,8.470137,-0.7156291,-0.5229491,-0.60148,-0.547959,-0.5818356,0.19815907,0.8385481,0.31611335,0.022101043,1.2626196,0.74330705,0.7120633,0.35178766,-0.028988551,0.008036861
-0.24803211,-1.021872,1.356733,0.47012925,0.8341054,1.4776838,0.3662566,0.34452203,0.042103574,0.86642927,-0.10821652,0.8121071,1.027861,-0.14795211,0.80413324,0.63920224,0.804331,1.175527,1.0145361,0.7895386,1.0144992,0.53918236,0.07529811,0.5388142,-0.13453288,-0.1584247,-0.13706657,-0.18032031,-0.6240463,-0.045031417,-0.50107056,-0.6211826,-0.50167453,-0.6239582,-0.4848785,-0.71164453,-0.060935527,-0.7156291,-0.706388,-0.68131715,-0.68913925,-0.61447257,0.19815907,0.8385481,0.31611335,0.022101043,1.2626196,0.74330705,0.35264632,0.35178766,-0.028988551,0.008036861
5.22715,3.8777924,-3.081443,-0.9563606,-0.21520856,-3.0990496,-0.1945315,-0.40139684,-0.011308547,-0.6254924,0.86478955,-0.37312245,-0.36160454,1.3878783,0.000621391,-0.295835,-0.7182584,-0.43808925,-0.42240572,0.09008958,-0.42255586,-0.3572054,0.21118855,-0.35724816,3.3950856,2.807462,3.3928275,3.6316075,0.7062425,-0.045031417,4.1454554,0.7008629,4.144224,0.7063259,5.7783456,0.21481529,-0.060935527,3.4897816,0.21165109,3.1360235,-0.14393152,4.5748777,0.19815907,-0.55035555,-0.2250812,0.022101043,-0.7016135,-0.59763354,-0.006770648,0.025675317,-0.028988551,0.008036861
0.28182423,0.8626144,-1.2767066,-0.40581316,-0.62462294,-1.1125215,-0.33201262,-0.32121417,-0.062375743,-0.75581825,0.2809859,-0.57288027,-0.89892054,0.46638012,-0.7394552,-0.4962001,-0.7656278,-0.6568847,-0.7949462,-0.5627296,-0.7951257,-0.56501293,-0.18884274,-0.56498027,-0.27028745,-0.15890698,-0.27283174,-0.27421016,-0.6240463,-0.045031417,-0.50107056,-0.6211826,-0.50167453,-0.6239582,-0.4848785,-0.71164453,-0.060935527,-0.7156291,-0.706388,-0.79545695,-0.7525355,-0.78596884,0.19815907,-0.55035555,-0.2250812,0.022101043,-0.7016135,-0.59763354,-0.006770648,0.025675317,-0.028988551,0.008036861
0.10520546,0.48571706,-0.35557935,-0.31899145,-0.6519172,-0.9945176,-0.28443742,-0.19068088,-0.06524176,-0.67762274,-0.30281773,-0.6993935,-0.36580232,-0.0455634,-0.30598179,-0.4962001,-0.66412187,-0.7115835,-0.68850607,-0.6093595,-0.6886772,-0.42183393,-0.2229127,-0.42185324,-0.27028745,-0.15890698,-0.27283174,-0.27421016,-0.29147413,-0.045031417,0.16271883,-0.29067126,0.16202532,-0.29138717,0.16304122,-0.30766496,-0.060935527,0.33223078,-0.30608025,0.34594062,-0.3298938,0.35733953,0.19815907,-0.55035555,-0.2250812,0.022101043,-0.7016135,-0.59763354,-0.006770648,-0.300437,-0.028988551,0.008036861
0.45844302,0.8626144,-0.93727404,-0.3398197,-0.30315685,-0.8400614,-0.22787161,-0.27105764,-0.06029137,-0.53860843,0.47558713,-0.40641543,-0.52112025,0.67115754,-0.05224123,-0.095469885,-0.70472425,-0.4791134,-0.52884585,-0.28294992,-0.5290044,-0.45219457,-0.1871664,-0.45220286,-0.27028745,-0.15890698,-0.27283174,-0.27421016,-0.6240463,-0.045031417,-0.50107056,-0.6211826,-0.50167453,-0.6239582,-0.4848785,-0.71164453,-0.060935527,-0.7156291,-0.706388,-0.8300447,-0.7717465,-0.8379375,0.19815907,-0.55035555,-0.2250812,0.022101043,-0.7016135,-0.59763354,-0.006770648,-0.300437,-0.028988551,0.008036861
-0.07141332,-1.021872,1.2095424,0.41166237,0.79164755,1.1956321,0.36812964,0.30008584,0.059560217,1.0091672,0.086384684,0.2261509,1.0740366,0.056825295,0.65611786,0.7059906,1.122383,0.5054659,0.5887756,0.41649917,0.58870506,0.241768,-0.14785329,0.24150778,-0.20241016,-0.15858546,-0.20494916,-0.14902367,-0.29147413,-0.045031417,-0.27980742,-0.29067126,-0.28044125,-0.29138717,-0.26890525,-0.29804638,-0.060935527,-0.35802615,-0.2965491,-0.3696975,-0.2997051,-0.3413489,0.19815907,0.8385481,0.31611335,0.022101043,1.2626196,0.74330705,0.35264632,0.35178766,-0.028988551,0.008036861
-1.3077447,-0.64497477,-0.22039671,-0.29033408,-1.4555825,-0.79218686,-0.5747586,-0.23344743,-0.0787902,-1.3404231,-1.6650263,-1.3119841,-1.2725232,-1.7861712,-1.9235779,-1.7651793,-1.1445833,-1.3953191,-1.0078266,-1.1689188,-1.0080228,-0.27866715,-0.06352476,-0.27873844,-0.33816472,-0.15906775,-0.3407143,-0.27421016,-0.6240463,-0.045031417,-0.50107056,-0.6211826,-0.50167453,-0.6239582,-0.4848785,-0.71164453,-0.060935527,-0.7156291,-0.706388,-0.3926107,-0.52878404,-0.18068789,0.19815907,-0.55035555,-0.2250812,0.022101043,-0.7016135,-0.59763354,-1.4444385,0.35178766,-0.028988551,0.008036861
-0.60126966,0.10881977,-0.7848434,-0.2827042,-0.9976449,-0.8189575,-0.40918186,-0.22764857,-0.07123434,-0.909727,-0.6920201,-0.7460037,-1.041645,-0.45511818,-0.9509057,-0.9637187,-0.79269606,-0.88935477,-0.9013864,-0.8891392,-0.90157425,-0.41549143,-0.13114843,-0.41551307,-0.27028745,-0.15890698,-0.27283174,-0.27421016,1.0388147,-0.045031417,0.6052451,1.0313742,0.6044919,1.0388969,0.59498775,1.3082533,-0.060935527,1.030804,1.2951506,1.1068722,1.3606731,1.1195453,0.19815907,-0.55035555,-0.2250812,0.022101043,-0.7016135,-0.59763354,-1.0850215,-0.300437,-0.028988551,0.008036861
-0.07141332,0.48571706,-1.1589808,-0.36574852,-0.8187157,-1.0667447,-0.3681623,-0.29076415,-0.06550231,-0.8327726,-0.10821652,-0.45302558,-1.003865,0.15921399,-0.80289036,-0.9637187,-0.7723949,-0.83465594,-0.7949462,-0.65598947,-0.7951257,-0.40298405,-0.027716298,-0.4030102,-0.27028745,-0.15890698,-0.27283174,-0.27421016,0.041098073,-0.045031417,-0.058544293,0.039840106,-0.05920797,0.041183844,-0.05293202,0.096314594,-0.060935527,-0.017055897,0.09422747,-0.03452513,0.09274786,-0.023763271,0.19815907,-0.55035555,-0.2250812,0.022101043,-0.7016135,-0.59763354,-1.0850215,-0.300437,-0.028988551,0.008036861
-0.7778884,0.10881977,-0.7148483,-0.26846266,-1.1159202,-0.81870896,-0.43690285,-0.21682468,-0.073058166,-0.94696295,-0.88662136,-0.73268646,-1.1046119,-1.0694504,-0.92976063,-1.1640838,-0.8874349,-1.1354996,-0.9546065,-0.9823991,-0.9547985,-0.39673126,-0.109935135,-0.39675966,-0.27028745,-0.15890698,-0.27283174,-0.27421016,-0.6240463,-0.045031417,-0.50107056,-0.6211826,-0.50167453,-0.6239582,-0.4848785,-0.71164453,-0.060935527,-0.7156291,-0.706388,-0.5486682,-0.61546254,-0.41516632,0.19815907,-0.55035555,-0.2250812,0.022101043,-0.7016135,-0.59763354,-1.4444385,-0.300437,-0.028988551,0.008036861
0.45844302,1.616409,0.06635386,-0.008734175,0.40952748,0.09291231,0.108713634,-0.019425109,-0.025117533,0.1539808,0.47558713,1.2382569,0.05397577,0.056825295,0.8569958,0.57241386,-0.02801785,0.28667054,0.37589532,0.50975907,0.37580806,0.05778049,-0.014564062,0.05758707,-0.066655606,-0.15328033,-0.06918399,-0.086430445,-0.6240463,-0.045031417,-0.50107056,-0.6211826,-0.50167453,-0.6239582,-0.70085174,-0.71164453,-0.060935527,-0.7156291,-0.706388,-0.8300447,-0.7717465,-1.2103789,0.19815907,0.14409624,0.31611335,0.022101043,-0.7016135,0.74330705,0.35264632,0.35178766,-0.028988551,0.008036861
-0.24803211,0.48571706,-0.27896932,0.06151823,-0.20611046,-0.02023571,-0.011160908,0.07448458,-0.025899174,-0.030957889,-0.10821652,0.46586025,-0.3993846,-0.3527295,0.24378943,-0.22904663,0.20882939,0.122573994,0.64199567,0.4631291,0.6419293,0.8609523,0.68816537,0.8604674,-0.27028745,-0.15874623,-0.27283174,-0.086430445,3.0342479,-0.045031417,2.154087,3.0144424,2.1531248,3.0343227,2.1068006,3.035068,-0.060935527,2.8183296,3.00627,2.8152385,3.0346658,2.7112103,0.19815907,0.14409624,0.31611335,0.022101043,-0.7016135,0.74330705,1.4308971,0.025675317,-0.028988551,0.008036861
0.10520546,-1.021872,1.249192,0.40635645,1.0221328,1.2071996,0.44398776,0.34051028,0.046011776,1.0575739,0.086384684,0.9719133,1.2671344,0.15921399,0.9838661,1.0399325,1.0750136,0.984081,0.5887756,0.41649917,0.58870506,0.11416198,-0.31595922,0.113948084,-0.20241016,-0.15858546,-0.20494916,-0.14902367,-0.6240463,-0.045031417,-0.27980742,-0.6211826,-0.28044125,-0.6239582,-0.26890525,-0.71164453,-0.060935527,-0.3617747,-0.706388,-0.3901135,-0.74148136,-0.36997914,0.19815907,0.8385481,0.31611335,0.022101043,1.2626196,0.74330705,1.0714802,0.35178766,-0.028988551,0.008036861
-0.07141332,-1.021872,1.059129,0.38462728,0.6551761,1.0039053,0.3426563,0.27953857,0.059039123,0.9620016,0.086384684,0.19951652,0.9774876,0.056825295,0.5503926,0.7727789,1.0817807,0.32769468,0.2162351,0.09008958,0.21613526,-0.03416241,-0.35549846,-0.03432245,-0.27028745,-0.15874623,-0.27283174,-0.086430445,-0.6240463,-0.045031417,-0.50107056,-0.6211826,-0.50167453,-0.6239582,-0.4848785,-0.71164453,-0.060935527,-0.7156291,-0.706388,-0.7212196,-0.71130216,-0.67442673,0.19815907,0.8385481,0.31611335,0.022101043,1.2626196,0.74330705,-0.006770648,0.35178766,-0.028988551,0.008036861
-1.6609824,-1.3987693,0.6978933,0.2735133,-0.87633693,0.60563284,-0.22187789,0.31009626,-0.0532566,-0.5646736,-2.2488298,-0.14673032,-0.63446033,-2.0933373,-0.18968402,-0.4962001,-0.359604,0.09522457,0.0033548272,-0.6093595,0.0032382132,0.86541116,0.38781145,0.86492455,-0.27028745,-0.15874623,-0.27283174,-0.086430445,1.0388147,-0.045031417,1.0477713,1.0313742,1.0469584,1.0388969,1.0269341,1.7308728,-0.060935527,2.1958847,1.7139288,2.5962143,1.9251537,2.7216954,0.19815907,0.8385481,0.31611335,0.022101043,1.2626196,0.74330705,0.7120633,0.35178766,-0.028988551,0.008036861
0.45844302,0.8626144,0.25997555,0.25223342,0.9645114,0.8003477,0.3793679,0.1789162,0.009014113,0.64425457,0.67018837,2.336925,0.452765,0.46638012,1.607645,0.7059906,0.804331,2.1054072,2.0789375,2.0019171,2.0789843,1.3164725,0.9792054,1.3158221,0.34060806,-0.14701064,0.3946803,0.044786226,0.041098073,-0.045031417,-0.058544293,0.039840106,-0.05920797,0.041183844,-0.05293202,0.35703385,-0.060935527,0.20836574,0.35257697,0.08149848,0.2935722,0.008663668,0.19815907,0.14409624,0.31611335,0.022101043,-0.7016135,0.74330705,0.35264632,0.025675317,-0.028988551,0.008036861
-0.42465088,-1.021872,0.99277973,0.36105183,0.38829857,1.0530659,0.2107943,0.26162067,0.031681698,0.5759886,-0.30281773,0.17288215,0.6080829,-0.3527295,0.4129498,0.63920224,0.7095921,0.21829699,0.10979497,-0.09643018,0.10968673,0.019622238,-0.3222236,0.019442666,-0.27028745,-0.15874623,-0.27283174,-0.086430445,-0.6240463,-0.045031417,-0.50107056,-0.6211826,-0.50167453,-0.6239582,-0.4848785,-0.71164453,-0.060935527,-0.7156291,-0.706388,-0.63936836,-0.6658398,-0.55144405,0.19815907,0.8385481,0.31611335,0.022101043,1.2626196,0.74330705,0.35264632,0.35178766,-0.028988551,0.008036861
-0.7778884,0.10881977,-0.74894845,-0.2656144,-1.1159202,-0.81870896,-0.4344679,-0.21465991,-0.07357926,-0.9432394,-0.88662136,-0.6794177,-1.1172053,-1.0694504,-0.9509057,-1.1640838,-0.88066787,-1.1354996,-1.0078266,-1.029029,-1.0080228,-0.46503982,-0.16962609,-0.46504346,-0.27028745,-0.15890698,-0.27283174,-0.27421016,-0.6240463,-0.045031417,-0.50107056,-0.6211826,-0.50167453,-0.6239582,-0.4848785,-0.71164453,-0.060935527,-0.7156291,-0.706388,-0.5486682,-0.61546254,-0.41516632,0.19815907,-0.55035555,-0.2250812,0.022101043,-0.7016135,-0.59763354,-1.0850215,-0.300437,-0.028988551,0.008036861
-0.07141332,0.48571706,-0.7743155,-0.30504715,-0.60036135,-0.75998193,-0.31065997,-0.24462971,-0.06810778,-0.7061703,-0.10821652,-0.6993935,-0.7184159,0.056825295,-0.4328521,-0.295835,-0.74532664,-0.62953526,-0.74172616,-0.6093595,-0.74190146,-0.51905173,-0.27891323,-0.51903576,-0.27028745,-0.15890698,-0.27283174,-0.27421016,0.041098073,-0.045031417,-0.058544293,0.039840106,-0.05920797,0.041183844,-0.05293202,0.096314594,-0.060935527,-0.017055897,0.09422747,-0.03452513,0.09274786,-0.023763271,0.19815907,-0.55035555,-0.2250812,0.022101043,-0.7016135,-0.59763354,-0.006770648,-0.300437,-0.028988551,0.008036861
-1.131126,0.10881977,-0.67100525,-0.49347875,-1.5132037,-1.0826916,-0.6993157,-0.387842,-0.08452223,-1.8095965,-1.6650263,-1.8246957,-1.3984566,-1.581394,-2.4416316,-2.3662746,-1.320527,-1.5867652,-0.9546065,-1.0756589,-0.9547985,-0.15768217,0.15112606,-0.15779737,-0.33816472,-0.15906775,-0.3407143,-0.27421016,-0.6240463,-0.045031417,-0.50107056,-0.6211826,-0.50167453,-0.6239582,-0.70085174,-0.71164453,-0.060935527,-0.7156291,-0.706388,-0.44760242,-0.5593279,-0.7315256,-5.0464506,-3.096679,-1.3074703,0.022101043,-2.6658463,-4.6204553,-3.6009402,0.35178766,-0.028988551,0.008036861
0.28182423,0.8626144,-1.1593388,-0.3745174,-0.47905338,-0.91752476,-0.30073285,-0.26769695,-0.067326136,-0.7533359,0.086384684,-0.18002328,-0.8443494,0.36399138,-0.46456966,-0.095469885,-0.6438207,-0.5611617,-0.8481663,-0.65598947,-0.84835,-0.6973425,-0.4273095,-0.6972618,-0.27028745,-0.15890698,-0.27283174,-0.27421016,-0.6240463,-0.045031417,-0.27980742,-0.6211826,-0.28044125,-0.6239582,-0.26890525,-0.71164453,-0.060935527,-0.3663425,-0.706388,-0.41499102,-0.7525355,-0.40486607,0.19815907,-0.55035555,-0.2250812,0.022101043,-0.7016135,-0.59763354,0.35264632,-0.300437,-0.028988551,0.008036861
-0.07141332,-0.26807752,0.9366058,0.33277407,0.7188628,1.0933778,0.29339534,0.24012895,0.03715318,0.69142014,0.086384684,0.48583603,0.8221697,0.056825295,0.5398201,0.97314405,0.5065802,0.5464901,-0.049865242,-0.09643018,-0.04998605,-0.38566226,-0.6792506,-0.38569468,-0.20241016,-0.15858546,-0.20494916,-0.14902367,0.37367028,-0.045031417,0.16271883,0.3703515,0.16202532,0.37375483,-0.05293202,0.47275016,-0.060935527,0.30841574,0.46724153,0.28541186,0.46736217,-0.0930546,0.19815907,0.8385481,0.31611335,0.022101043,1.2626196,0.74330705,0.35264632,0.35178766,-0.028988551,0.008036861
-0.24803211,-1.021872,1.2937119,0.46676466,0.8432034,1.4907852,0.36325973,0.34196484,0.04236412,0.8887708,-0.10821652,0.8121071,0.9606965,-0.14795211,0.77241564,0.63920224,0.72312623,1.1618522,1.0145361,0.7895386,1.0144992,0.53337055,0.06746028,0.53300446,-0.13453288,-0.1584247,-0.13706657,-0.18032031,-0.29147413,-0.045031417,-0.27980742,-0.29067126,-0.28044125,-0.29138717,-0.26890525,-0.28795862,-0.060935527,-0.3493041,-0.28655303,-0.3221945,-0.26804388,-0.2747334,0.19815907,0.8385481,0.31611335,0.022101043,1.2626196,0.74330705,0.35264632,0.35178766,-0.028988551,0.008036861
-0.42465088,0.10881977,-0.85124856,-0.2930975,-0.87027156,-0.8057561,-0.37865132,-0.2355477,-0.06862887,-0.83773744,-0.49741894,-0.7393451,-0.96188724,-0.2503408,-0.88747054,-0.7633536,-0.77916193,-0.75260764,-0.7949462,-0.7492494,-0.7951257,-0.39101246,-0.13227326,-0.39104292,-0.27028745,-0.15890698,-0.27283174,-0.27421016,0.041098073,-0.045031417,-0.058544293,0.039840106,-0.05920797,0.041183844,-0.05293202,0.13572727,-0.060935527,0.017020876,0.13328192,0.076830514,0.17521462,0.124959685,0.19815907,-0.55035555,-0.2250812,0.022101043,-0.7016135,-0.59763354,-0.36618757,0.025675317,-0.028988551,0.008036861
-0.24803211,0.48571706,-1.1982172,-0.36660874,-0.946089,-1.0858108,-0.4069342,-0.29141793,-0.06784723,-0.8873854,-0.30281773,-0.5529045,-1.1088096,-0.45511818,-0.83460796,-1.1640838,-0.8739008,-1.0944754,-0.8481663,-0.7492494,-0.84835,-0.36810154,0.024015397,-0.36814034,-0.27028745,-0.15890698,-0.27283174,-0.27421016,-0.6240463,-0.045031417,-0.50107056,-0.6211826,-0.50167453,-0.6239582,-0.4848785,-0.71164453,-0.060935527,-0.7156291,-0.706388,-0.68131715,-0.68913925,-0.61447257,0.19815907,-0.55035555,-0.2250812,0.022101043,-0.7016135,-0.59763354,-1.0850215,0.025675317,-0.028988551,0.008036861
-0.7778884,0.10881977,-0.69779813,-0.25663126,-1.1037893,-0.7998241,-0.42678845,-0.20783255,-0.07175543,-0.9308274,-0.88662136,-0.6794177,-1.0962163,-1.0694504,-0.92976063,-1.1640838,-0.8739008,-1.1218249,-0.9013864,-0.93576914,-0.90157425,-0.32642984,-0.046752267,-0.32648376,-0.27028745,-0.15890698,-0.27283174,-0.27421016,-0.6240463,-0.045031417,-0.50107056,-0.6211826,-0.50167453,-0.6239582,-0.4848785,-0.71164453,-0.060935527,-0.7156291,-0.706388,-0.5486682,-0.61546254,-0.41516632,0.19815907,-0.55035555,-0.2250812,0.022101043,-0.7016135,-0.59763354,-1.0850215,-0.300437,-0.028988551,0.008036861
-0.60126966,0.10881977,-0.80144465,-0.2844109,-0.976416,-0.7867786,-0.4106803,-0.22894569,-0.070713244,-0.9047622,-0.6920201,-0.65278333,-1.041645,-0.864673,-0.9086156,-0.9637187,-0.86713374,-1.0397766,-0.9013864,-0.8891392,-0.90157425,-0.42371464,-0.14510848,-0.4237333,-0.27028745,-0.15890698,-0.27283174,-0.27421016,-0.29147413,-0.045031417,-0.27980742,-0.29067126,-0.28044125,-0.29138717,-0.26890525,-0.26623115,-0.060935527,-0.33051825,-0.26502305,-0.2198805,-0.19985019,-0.13125373,0.19815907,-0.55035555,-0.2250812,0.022101043,-0.7016135,-0.59763354,-1.0850215,-0.300437,-0.028988551,0.008036861
0.45844302,0.8626144,-1.3530627,-0.40651578,-0.45782447,-1.0425369,-0.29567567,-0.32174817,-0.06263629,-0.6738991,0.47558713,-0.5129529,-0.84854716,0.67115754,-0.35884443,-0.295835,-0.73855954,-0.5885111,-0.7949462,-0.51609963,-0.7951257,-0.65504515,-0.2903673,-0.6549798,-0.27028745,-0.15890698,-0.27283174,-0.27421016,-0.6240463,-0.045031417,-0.50107056,-0.6211826,-0.50167453,-0.6239582,-0.4848785,-0.71164453,-0.060935527,-0.7156291,-0.706388,-0.8300447,-0.7717465,-0.8379375,0.19815907,-0.55035555,-0.2250812,0.022101043,-0.7016135,-0.59763354,-0.006770648,0.025675317,-0.028988551,0.008036861
0.28182423,0.48571706,0.11919537,0.19118097,0.6946012,0.65836126,0.26099178,0.13251495,0.004584816,0.42332107,0.2809859,1.6777241,0.20089811,0.2616027,1.0155836,0.57241386,0.47274488,1.6404672,1.4935167,1.4423578,1.4935175,1.0398632,0.7686453,1.0393133,0.13697623,-0.15762089,0.13446374,-0.08527869,0.7062425,-0.045031417,0.38398197,0.7008629,0.3832586,0.7063259,0.3790145,1.0848317,-0.060935527,0.83763045,1.0737598,0.73906773,1.0395133,0.66887337,0.19815907,0.14409624,0.31611335,0.022101043,-0.7016135,0.74330705,0.35264632,0.025675317,-0.028988551,0.008036861
